source,preferred,rejected,attribute
"Je vois. Tu te comportes comme si tu étais censé être marié pendant toute ton histoire, comment vous êtes-vous rencontrés ?","मैं समझा। आप ऐसा व्यवहार कर रहे हैं जैसे आपको अपनी पूरी जिंदगी में शादी करनी चाहिए थी, आप दोनों कैसे मिले थे?","मैं देख रहा हूँ कि तुम ऐसे खड़े हो जैसे तुम्हारी शादी तुम्हारे जीवनसाथी से हो गई हो, तुम लोगों की मुलाक़ात कैसे हुई,
",formal
Où séjournes-tu lorsque tu voyages à travers le pays ?,आप देश भर में अपनी यात्रा के दौरान कहाँ ठहरते हैं?,"तुम देश भर में अपनी यात्रा के दौरान कहाँ ठहरते हो?
",formal
"Oui, exactement. Il existe des chaussures inspirées du Magicien d'Oz qui peuvent vous indiquer le chemin pour rentrer chez vous à l'aide d'un système GPS lorsque vous tapez des talons.","हाँ, बिलकुल सही। विजार्ड ऑफ ऑज से प्रेरित जूते हैं जो जब आप एड़ी मारते हैं तो जीपीएस सिस्टम की मदद से आपको घर जाने का रास्ता बताते हैं।","हाँ बिल्कुल। विज़ार्ड ऑफ़ ओज़ से प्रेरित जूते हैं जो असल में एक जीपीएस सिस्टम का इस्तेमाल करके तुम्हेंं घर का रास्ता बताते हैं जब तुम अपनी एक हील को दूसरी हील के साथ चटकाते हो।
",formal
mais j'ai compris ce que tu penses de ta relation avec eux. C'est comme si tu avais une relation et que tu pensais qu'elle,लेकिन मैंने समझ लिया है कि आप उनके साथ अपने रिश्ते के बारे में क्या सोचते हैं। यह ऐसा है जैसे आप किसी रिश्ते में हों और आपको लगता हो कि वह,"लेकिन मुझे समझ आया कि तुम उनके साथ अपने रिश्ते के बारे में कैसा महसूस करते हैं। यह वैसा ही है जैसे तुम्हारा एक रिश्ता है, और तुम उसे बस नाम का रिश्ता मानते हो
",formal
"Mais en tant qu'employé, tu as un objectif de vente à atteindre, alors si tu passes une heure à maquiller quelqu'un","लेकिन एक कर्मचारी के रूप में, आपको एक बिक्री लक्ष्य हासिल करना है, इसलिए अगर आप किसी को मेकअप करने में एक घंटा बिताते हैं","लेकिन वे एक कर्मचारी की तरह होते हैं, जिनके पास पूरा करने के लिए सेल का लक्ष्य होता है और इसलिए अगर तुम किसी का मेकअप करने में एक घंटा लगा देते हो
",formal
"Oui, exactement. Bon, maintenant jette aussi un œil à mes boutiques de mode. Où fais-tu tes achats ?","हाँ, बिलकुल सही। अच्छा, अब मेरी फैशन की दुकानों पर भी एक नज़र डालिए। आप अपना शॉपिंग कहाँ से करते हैं?","हाँ, बिल्‍कुल। ठीक है, अब मेरे फ़ैशन स्टोर पर नजर डालो, तुम कहाँ से ख़रीदारी करते हो?
",formal
"Oui, tu as raison. Penses-tu que son éviction était justifiée puisqu'il s'était excusé ?","हाँ, आप ठीक कह रहे हैं। क्या आपको लगता है कि उनका निकाला जाना उचित था क्योंकि उन्होंने माफी मांग ली थी?","हाँ तुम बिलकुल सही हो। क्या तुम्हेंं लगता है कि उनकी गोलीबारी जायज थी क्योंकि उन्होंने पहले माफी मांग ली थी?
",formal
"Je vais donc simplement commencer en te demandant ceci. Parmi les destinations que tu as déjà visitées, laquelle est ta préférée ?","मैं आपसे यह पूछकर शुरू करूँगा। जिन गंतव्यों पर आप जा चुके हैं, उनमें से कौन सा आपका पसंदीदा है?","और इसलिए मैं तुमसे यह पूछकर अभी इसे शुरू कर दूँगा। आज तक की तुम्हारी सबसे पसंदीदा जगह कौन सी रही है, जहाँ तुम गए हो?
",formal
"Mais si toi, si la personne prend le temps de regarder, elle se dira : « Ah, d'accord, oui, pas de problème », mais si tu n'as pas regardé, je peux te le dire.","लेकिन अगर आप, अगर कोई व्यक्ति समय निकालकर देखे, तो वह कहेगा: ""अच्छा, ठीक है, कोई समस्या नहीं"", लेकिन अगर आपने नहीं देखा, तो मैं आपको बता सकता हूँ।","लेकिन अगर तुम, अगर वह व्यक्ति देखने के लिए समय लेता है, तो वे ऐसे कहेंगे जैसे ओह, ठीक है, हाँ, कोई बात नहीं, लेकिन अगर तुमने नहीं देखा तो मैं तुम्हेंं बता सकता हूँ।
",formal
"Mais si vous, si la personne prend le temps de regarder, elle se dira : « Ah, d'accord, oui, pas de problème », mais si vous n'avez pas regardé, je peux vous le dire.","लेकिन अगर आप, अगर वह व्यक्ति समय निकालकर देखता है, तो वह कहेगा: ""अच्छा, ठीक है, कोई समस्या नहीं"", लेकिन अगर आपने नहीं देखा, तो मैं आपको बता सकता हूं।","लेकिन अगर तुम, अगर वह व्यक्ति देखने के लिए समय लेता है, तो वे ऐसे कहेंगे जैसे ओह, ठीक है, हाँ, कोई बात नहीं, लेकिन अगर तुमने नहीं देखा तो मैं तुम्हेंं बता सकता हूँ।
",formal
"QUOI?!?!?! Quand vous regardez Netflix sur ordinateur, vous devez savoir que Captcha est un acronyme de « Test public de Turing complètement automatique ayant pour but de différencier les humains des ordinateurs »","क्या?!?!?! जब आप कंप्यूटर पर नेटफ्लिक्स देखते हैं, तो आपको पता होना चाहिए कि कैप्चा एक एक्रोनिम है जिसका पूरा नाम है ""कंप्लीटली ऑटोमेटेड पब्लिक टूरिंग टेस्ट टू टेल कंप्यूटर्स एंड ह्यूमन अपार्ट"" जिसका मतलब है ""मनुष्यों और कंप्यूटरों को अलग करने के लिए पूरी तरह से स्वचालित सार्वजनिक टूरिंग टेस्ट""","क्या?!?!?!जब तुम कंप्यूटर पर Netflix देखते हो, तो समझ जाओ कि कैप्चा का मतलब होता है ""कंप्यूटर और मनुष्य में फ़र्क बताने के लिए पूर्ण रूप से स्वचालित सार्वजनिक ट्यूरिंग परीक्षण""
",formal
"Oui et tu peux toujours accéder à ton compte dans la plupart des destinations puisqu'il est disponible partout sauf en Chine, en Syrie, en Corée du Nord et en Crimée.","हाँ और आप अपने खाते तक अधिकांश गंतव्यों पर पहुँच सकते हैं क्योंकि यह चीन, सीरिया, उत्तर कोरिया और क्रीमिया को छोड़कर हर जगह उपलब्ध है।","हाँ, और ज़्यादातर जिन-जिन जगहों पर तुम जाते हो, वहाँ भी तुम अपना अकाउंट ऐक्सेस कर सकते हो क्योंकि यह चीन, सीरिया, उत्तर कोरिया और क्रीमिया को छोड़कर बाकी सभी देशों में उपलब्ध है।
",formal
"Quand vous le faites, quand vous avez un enfant à charge, vous devez vous y préparer.","जब आप ऐसा करते हैं, जब आपके पास एक बच्चा होता है जिसकी देखभाल करनी होती है, तो आपको इसके लिए तैयार होना चाहिए।","तुम कब करोगे, जब तुम्हारा एक बच्चा हो जाएगा जिसके लिए तुम जिम्मेदार होगे, तुम्हेंं ख़ुद को तैयार करना होगा।
",formal
"Oui, vous avez raison. Malgré le deuil des étudiants à la suite d'une fusillade survenue la veille, les Républicains ne sont apparus que sur Fox News où aucune question sur le port d'armes ne leur a été posée","हाँ, आप सही कह रहे हैं। पिछले दिन हुई गोलीबारी के बाद छात्रों के शोक के बावजूद, रिपब्लिकन केवल फॉक्स न्यूज पर दिखाई दिए जहाँ उनसे हथियार रखने के बारे में कोई सवाल नहीं पूछा गया।","हाँ तुम सही कह रहे हो। एक दिन पहले बड़े पैमाने पर शूटिंग के कारण स्टूडेंट्स के शोक मनाने के बावजूद, रिपब्लिकन सिर्फ फ़ॉक्स में दिखाई दिए, जहाँ बंदूक नियंत्रण के बारे में उन पर दबाव नहीं डाला जाएगा
",formal
