source,preferred,rejected,attribute
"Ich könnte mir das definitiv vorstellen. Welches waren deine Lieblings-Videospiele? Jane McGonigal war die Game-Designerin hinter dieser Studie, ziemlich cool.","Podría imaginármelo sin duda. ¿Cuáles eran sus videojuegos favoritos? Jane McGonigal fue la diseñadora de juegos detrás de este estudio, bastante interesante.","Definitivamente, me lo imagino. ¿Cuáles eran tus videojuegos favoritos? Jane McGongiai fue la diseñadora de juegos detrás de ese estudio, bastante guay.
",formal
"Hey, übrigens, was halten Sie von Chris Pratt? Es ist witzig, dass er den Regisseur James Gunn erneut für den nächsten Guardians of the Galaxy-Film engagieren wollte.","Ey, por cierto, ¿qué piensa de Chris Pratt? Es gracioso que quisiera volver a contratar al director James Gunn para la nueva película de Guardianes de la galaxia.","Ey, por cierto, ¿qué piensas de Chris Pratt? Es gracioso que quisiera volver a contratar al director James Gunn para la nueva película de Guardianes de la galaxia
",formal
"Ich wollte fragen, was du darüber denkst. Jack Black sollte in Green Lantern, der ursprünglich eine Komödie sein sollte, mitspielen.","Quería preguntarle qué opina sobre esto. Jack Black debería actuar en Green Lantern, que originalmente iba a ser una comedia.","Iba a preguntarte qué pensabas al respecto. Jack Black iba a protagonizar Linterna Verde, que en un principio iba a ser una comedia.
",formal
"Wow, das möchte ich wirklich ausprobieren. UNICEF spendet sauberes Wasser, wenn Sie Ihr Telefon nicht benutzen.","Vaya, realmente me gustaría probar eso. UNICEF dona agua potable si usted no utiliza su teléfono.","Vaya, la verdad quiero intentarlo. Unicef dona agua limpia cuando no utilizas el teléfono.
",formal
"Bis vor Kurzem habe ich davon noch nichts gehört. Ich finde das Konzept witzig, über manche der schlechtesten Hollywood-Produktionen zu scherzen, aber mir tun die Nominierten leid! Hast du sie gesehen?","Hasta hace poco no había oído hablar de eso. Encuentro divertido el concepto de bromear sobre algunas de las peores producciones de Hollywood, ¡pero siento lástima por los nominados! ¿Los ha visto usted?","No he oído nada de ellos últimamente. Creo que es un concepto divertido, burlarse de algunas de las peores producciones de Hollywood, pero me sabe mal por los nominados. ¿Los has visto?
",formal
"Ja, du hast recht. Obwohl die Schüler wegen eines Amoklaufs am Vortag trauerten, waren die Republikaner nur bei FOX zu sehen, wo sie sich nicht zu Aussagen zur Waffenkontrolle drängen ließen.","Sí, tiene razón. Aunque los estudiantes estaban de luto por un tiroteo masivo el día anterior, los republicanos solo aparecieron en FOX, donde no fueron presionados a hacer declaraciones sobre el control de armas.","Sí, tienes razón. A pesar de que los estudiantes estaban de luto debido a un tiroteo masivo un día antes, los republicanos aparecieron solo en Fox, donde no los presionarían por el control de armas.
",formal
"Das tut mir leid, ja, und es ist sehr interessant. Wie war Ihre Erfahrung mit Auslandsreisen?","Lo siento, sí, y es muy interesante. ¿Cómo ha sido su experiencia con los viajes al extranjero?","Lo siento, sí, y es muy interesante. ¿Cuál ha sido tu experiencia al viajar al extranjero?
",formal
"Aber es war komisch, so viel Zeit am späten Nachmittag zu haben, wissen Sie und Ihre gesamten Arbeitstage zu haben.","Pero era raro tener tanto tiempo libre por las tardes, ¿sabe? Y tener sus días laborales completos.","pero era raro tener tanto tiempo al final de la tarde, ya sabes, y tener toda tu jornada de trabajo.
",formal
"Das ist eine gute Idee. Also, es war unterhaltsam und schnell, heute Morgen mit Ihnen zu chatten. Ich hoffe, Sie genießen den Rest Ihres Tages, Freund!","Es una buena idea. Bueno, ha sido divertido y rápido charlar con usted esta mañana. Espero que disfrute del resto del día, amigo.","Es una buena idea. Bueno, ha sido divertido y rápido charlar contigo esta mañana. Espero que disfrutes del resto del día, amigo.
",formal
"Nein, das habe ich nicht, aber ich stimme Ihnen völlig zu. Ich glaube, Dubai liegt in einer Wüstenregion, also brauchen sie eine Menge Wasser, damit das Gras grün bleibt, aber es kommt mir einfach falsch vor, nur um darauf Golf zu spielen.","No, no lo he visto, pero estoy totalmente de acuerdo con usted. Creo que Dubái está ubicado en una región desértica, por lo que necesitan mucha agua para mantener el césped verde, pero simplemente me parece incorrecto hacerlo solo para jugar al golf.","No, pero estoy totalmente de acuerdo contigo. Supongo que Dubái está en una región desértica, por lo que necesitan mucha agua para mantener la hierba verde, aun así me parece que está mal jugar al golf allí.
",formal
"Mit Sicherheit! Es war so toll, mit dir zu chatten, hab eine gute Nacht!","¡Por supuesto! ¡Ha sido un placer charlar con usted, que tenga una buena noche!","Seguro que sí. Ha sido un placer charlar contigo. Que disfrutes de la noche.
",formal
"Das ist wahr, deshalb frage ich mich, ob es noch mehr gibt, von denen wir nichts wissen, lol. Magst du Pferde?","Es cierto, por eso me pregunto si hay más cosas de las que no tenemos conocimiento, jaja. ¿Le gustan los caballos?","Eso es cierto, tengo duda de si habrá más que no conozcamos, LOL. ¿Te gustan los caballos?
",formal
"Ich hoffe, dass ich Ihr Land bald besuchen werde. Das ist perfekt und einfach und süß und das ist es. Oh, das sagt es. Ich hoffe, es ist so.","Espero poder visitar su país pronto. Es perfecto y sencillo y dulce y eso es todo. Oh, eso lo dice. Espero que así sea.","Espero visitar tu país en un futuro próximo. Eso es perfecto y simple y dulce y eso es todo. Oh, eso dice. Espero que sí.
",formal
"Ja genau. Es gibt vom Zauberer von Oz inspirierte Schuhe, die Sie mithilfe eines GPS-Systems nach Hause leiten, wenn Sie Ihre Absätze zusammenschlagen.","Sí, exacto. Hay zapatos inspirados en El Mago de Oz que, si usted golpea los tacones juntos, un sistema GPS lo guiará de vuelta a casa.","Sí, exactamente. Hay unos zapatos inspirados en El mago de Oz que te guían hasta casa al hacer clic con los talones juntos mediante un sistema de GPS.
",formal
"Ich sehe sie mindestens jeden Sommer, sie gehen alle nach Minnesota, kennen Sie Minnesota.","Los veo al menos cada verano, todos van a Minnesota, ¿conoce usted Minnesota?","Los veo como mínimo cada verano, todos van a Minnesota, conoces Minnesota
",formal
"setzen dich und stell sicher, dass jeder in deinem Twitter-Feed den Deal sieht",Siéntese y asegúrese de que todos en su feed de Twitter vean el acuerdo.,"siéntate y asegúrate de que todo el mundo en tu página de Twitter vea la realidad
",formal
"Weißt du, was ich meine? Ich weiß nicht, ob das wirklich deine Frage beantwortet, aber das ist irgendwie eine augenöffnende Erfahrung für mich.","¿Sabe a lo que me refiero? No sé si esto realmente responde su pregunta, pero de alguna manera ha sido una experiencia que me ha abierto los ojos.","¿Entiendes lo que quiero decir? No sé si eso realmente responde a tu pregunta, pero es una especie de experiencia reveladora para mí.
",formal
"Mit Sicherheit! Es war so toll, mit Ihnen zu chatten, haben Sie eine gute Nacht!","¡Por supuesto! ¡Fue un placer charlar con usted, que tenga una buena noche!","Seguro que sí. Ha sido un placer charlar contigo. Que disfrutes de la noche.
",formal
"Ich stimme Ihnen zu. Besonders in Sachen Box Office, so wie es heute läuft. Ich würde es hassen, für den Film No Night Stand zu arbeiten. Sie verdienen nur 309 Dollar bei einem Budget von 15 Millionen!","Estoy de acuerdo con usted. Especialmente en lo que respecta a la taquilla, tal como van las cosas hoy en día. Me disgustaría trabajar para la película No Night Stand. ¡Solo ganaron 309 dólares con un presupuesto de 15 millones!","Estoy de acuerdo contigo. Especialmente en lo que respecta a la taquilla. No me gustaría trabajar para la película Guerra de Troya. Ganaron solo 309 dólares con un presupuesto de 15 millones.
",formal
"Was ist Ihr Favorit? Mögen Sie Starbucks, mögen Sie Dunkin's, wie steht es mit diesen Coffeeshop-Ketten?","¿Cuál es su favorito? ¿Le gusta Starbucks, le gusta Dunkin's, qué opina de esas cadenas de cafeterías?","¿Cuál es tu favorito? ¿Te gusta Starbucks, te gusta Dunkin's, qué hay de esas cadenas rollo cafeterías?
",formal
"LOL. Das ist lustig! Google mag Hunde lieber als Katzen! Sie haben in ihrem Verhaltenskodex geschrieben, dass sie ein hundefreundliches Unternehmen sind. Es hat Spaß gemacht, mit Ihnen zu chatten!",LOL. ¡Eso es divertido! ¡Google prefiere los perros a los gatos! Han escrito en su código de conducta que son una empresa amigable con los perros. ¡Ha sido un placer charlar con usted!,"LOL ¡Qué gracioso! Google prefiere los perros antes que los gatos. En su código de conducta dicen que son una empresa de perros. Ha sido divertido charlar contigo.
",formal
"Ja, aber das ist Ihre Sicht auf den Film. Es gibt da draußen definitiv solche Leute und das macht keinen Sinn. Es ist mehr so als würde ich an Aliens glauben.","Sí, pero esa es su perspectiva sobre la película. Definitivamente hay gente así por ahí y no tiene sentido. Es más como si yo creyera en extraterrestres.","Sí, pero esa es tu opinión sobre la película. Definitivamente hay gente por ahí que es así y no tiene sentido. Es más bien que creo en los extraterrestres
",formal
"Sie könnten auf deinem Dachboden sein, wenn er nicht gut belüftet ist.","Podrían estar en su ático, si no está bien ventilado.","Podrían estar en tu desván si no está bien ventilado.
",formal
"Es ist verrückt, wie viel man anhand deiner Kleidung erfahren kann. Falls deine Kleidung etwa an bestimmten Stellen nicht passt, zeigt es, dass du von der Stange kaufst.","Es increíble cuánto se puede saber de una persona por su ropa. Si la ropa no le queda bien en ciertas partes, indica que compra prendas estándar.","Es una locura lo que la gente deduce solo viendo la ropa que llevas. Por ejemplo, si tu ropa tiene según qué huecos, significa que llevas ropa de confección.
",formal
"LOL. Das ist lustig! Google mag Hunde lieber als Katzen! Sie haben in ihrem Verhaltenskodex geschrieben, dass sie ein hundefreundliches Unternehmen sind. Es hat Spaß gemacht, mit dir zu chatten!",LOL. ¡Eso es divertido! ¡Google prefiere los perros a los gatos! Han escrito en su código de conducta que son una empresa amigable con los perros. ¡Ha sido un placer charlar con usted!,"LOL ¡Qué gracioso! Google prefiere los perros antes que los gatos. En su código de conducta dicen que son una empresa de perros. Ha sido divertido charlar contigo.
",formal
"Wie viele Jobs sind eigentlich so. Also, mit jemandem, der sich seltsam und unwohl fühlt als dein Chef?","¿Cuántos trabajos son así en realidad? Es decir, ¿con alguien que se siente raro e incómodo siendo su jefe?","cuántos trabajos son realmente así. ¿Como alguien que es raro e incómodo como tu jefe?
",formal
"Ja, ich meine und dann ist da dieser andere Punkt bezüglich Amazon, neben nur der Produktregulierung ist es so, dass das Unternehmen selber einfach so sehr wächst und der Branche deinen Teil von Sony wegnimmt.","Sí, quiero decir y luego está este otro punto con respecto a Amazon, además de solo la regulación de productos, es que la propia empresa simplemente está creciendo tanto y le está quitando su parte a Sony en la industria.","Sí, es decir, y luego está el otro punto de Amazon, además de la regulación de los productos, es que la propia empresa está creciendo tanto y quedándose tu parte de Sony de la industria.
",formal
"Er ist ein toller Typ! Ich denke, er ist ein toller Typ und ein hervorragender Schauspieler. Welcher seiner Filme ist dein Favorit?",¡Es un gran tipo! Pienso que es un gran tipo y un actor excelente. ¿Cuál es su película favorita de él?,"Es un tío estupendo. Creo que es un tío estupendo y un tremendo actor. ¿Qué película de él es tu favorita?
",formal
"Ich denke, du verstehst, dass es nicht darum geht, andere Menschen zu überzeugen, dass deine Beziehung unglaublich ist und ich konnte uns davon nichts erzählen",Creo que usted entiende que no se trata de convencer a otras personas de que su relación es increíble y no podría contarnos nada al respecto,"Creo que tú entiendes que no se trata de convencer a otras personas de que tu relación es increíble y no podría hablarnos de eso
",formal
"Ja, so wird es funktionieren. Was ist mit Inception, haben Sie den gesehen?","Sí, así es como funcionará. ¿Qué hay del Inception, lo ha visto usted?","Sí, ya servirá. ¿Y qué hay de Origen? ¿La has visto?
",formal
"Du wirst all diese billigen Klamotten, die aus China kommen, kennzeichnen müssen, weil Kleidung gleich an zweiter Stelle nach Öl steht, was den Kohlenstoff-Fußabdruck angeht.","Usted tendrá que etiquetar toda esa ropa barata que viene de China, porque la ropa está justo después del petróleo en términos de huella de carbono.","tendrás que etiquetar esa ropa barata que viene de China, porque la ropa solo es superada por el petróleo y la huella de carbono.
",formal
"Und sie bestellen all die Produkte, die sie vertreiben und nicht vorrätig haben, wissen Sie, bringt die neuen Dinge","Y ellos piden todos los productos que distribuyen y no tienen en stock, ya sabe, trae las cosas nuevas.","y ellos ordenan todos los productos que distribuyen y están agotados, ya sabes, traen las cosas nuevas
",formal
"Wow, das ist seltsam und traurig. Apropos, haben Sie von dem Tiger gehört, der in einer Sporttasche gefunden wurde?","Vaya, eso es extraño y triste. A propósito, ¿ha oído sobre el tigre que fue encontrado en un bolso deportivo?","Vaya, eso es raro y triste. Por cierto, ¿has oído hablar del tigre encontrado en la bolsa de lona?
",formal
"Sie in den Park mitnehmen und sie herumlaufen und müde werden lassen, wissen Sie, was ich meine, sodass sie müde werden.","Llevarlos al parque y hacerlos caminar y cansarse, ya sabe lo que digo, para que se cansen.","llevarlos al parque y dejar que corran y se cansen, ya sabes, para que se duerman
",formal
"Informationen auf Ihrem Instagram, ich bin mir sicher","Información en su Instagram, estoy seguro","La información en tu Instagram, estoy seguro
",formal
"Okay, also als Konsument ist es dir irgendwie egal, wer es macht, für wen es Geld bringt, wer angestellt wird, du willst einfach den besten Preis für dich selbst.","De acuerdo, entonces como consumidor, en cierto modo le da igual quién lo hace, para quién genera ingresos, a quién se contrata, simplemente quiere obtener el mejor precio para usted mismo.","Vale, como consumidor, no te importa realmente quién lo hace, a quién da dinero, a quién permite contratar, solo quieres conseguir el mejor precio para ti.
",formal
"Ich hatte schon einmal Yogaunterricht, aber ich brauche noch ein paar Stunden, bis ich gelenkiger bin. Es hat Spaß gemacht, mit dir zu chatten, hab einen schönen Tag!","Tuve clases de yoga una vez, pero necesito algunas horas más para estar más flexible. ¡Fue un placer charlar con usted, que tenga un buen día!","He hecho yoga antes, pero necesito unas cuantas clases más antes de tener más flexibilidad. Ha sido divertido charlar contigo, ¡que pases un buen día!
",formal
"Ja, Sie haben recht. Obwohl die Schüler wegen eines Amoklaufs am Vortag trauerten, waren die Republikaner nur bei FOX zu sehen, wo sie sich nicht zu Aussagen zur Waffenkontrolle drängen ließen.","Sí, tiene razón. Aunque los estudiantes estaban de luto por un tiroteo escolar el día anterior, los republicanos solo aparecieron en FOX, donde no fueron presionados a hacer declaraciones sobre el control de armas.","Sí, tienes razón. A pesar de que los estudiantes estaban de luto debido a un tiroteo masivo un día antes, los republicanos aparecieron solo en Fox, donde no los presionarían por el control de armas.
",formal
"Absolut richtig. Wussten Sie, dass Polohemden ursprünglich von einem berühmten Tennisspieler erfunden wurden?",Absolutamente correcto. ¿Sabía usted que las camisas polo fueron inventadas originalmente por un famoso jugador de tenis?,"Muy cierto. ¿Sabías que las camisas polo las inventó inicialmente un famoso jugador de tenis?
",formal
"Auf jeden Fall, sie sind einfach da, wann immer Sie eine helfende Hand brauchen.","En cualquier caso, ellos simplemente están ahí cuando usted necesite una mano amiga.","definitivamente, están ahí siempre que necesites una mano amiga.
",formal
"Was tun Sie gern zur Unterhaltung, um Ihre Aufmerksamkeit und Interessen aufrechtzuerhalten?",¿Qué actividades recreativas le gusta realizar para mantener su atención e intereses?,"¿Qué te gusta hacer para entretenerte y mantener tu atención e intereses?
",formal
Ich habe in Ihrer Stadt einhundert Farben bekommen.,He conseguido cien colores en su ciudad.,"Tengo cien colores en tu ciudad
",formal
"Also, Sie könnten mit Ihrer Verabredung in eine Komödie gehen – bromantische Komödien wie Harold and Kumar könnten gut zu einem romantischen Abend passen.","Bueno, usted podría ir con su cita a ver una comedia - comedias brománticas como Harold y Kumar podrían ser apropiadas para una velada romántica.","Bueno, podrías ir a una película de comedia con tu pareja, comedias brománticas como Dos colgaos muy fumaos podrían ser buenas en una noche de cita.
",formal
"Mir macht das Genre nicht allzu viel aus, solange es mich zum Lachen bringt. Wie schaust du deine Filme an, auf dem Fernseher oder dem Computer?","A mí no me importa mucho el género, siempre y cuando me haga reír. ¿Cómo ve usted las películas, en el televisor o en el ordenador?","No me importa demasiado el género, siempre que me haga reír. ¿Cómo ves las películas, en la televisión o en el ordenador?
",formal
"Ja, es sieht lächerlich aus. Niemand will Ihre Schubladen sehen. Haben Sie einen guten Abend!","Sí, se ve ridículo. Nadie quiere ver sus cajones. ¡Que tenga una buena noche!","Sí, es un estilo absurdo. Nadie quiere ver tu ropa interior. ¡Que tengas una buena noche!
",formal
"Als wir jünger waren, waren Ihre Handyhülle und Ihr Clip ein Fashion-Accessoire, und das ist heutzutage wirklich nicht mehr der Fall. Ihr Handy ist einfach Ihr Handy. Die Leute sind irgendwie darüber hinweg.","Cuando éramos más jóvenes, su funda y su clip para el móvil eran un accesorio de moda, y hoy en día realmente ya no es así. Su móvil es simplemente su móvil. La gente ha superado eso de alguna manera.","Cuando éramos más jóvenes, la funda de tu teléfono y tu clip, era un accesorio de moda, y realmente ya no lo es. Tu teléfono es solo tu teléfono. La gente lo ha superado
",formal
"Wenn du ein Produkt kaufst, erhältst du im Gegenzug etwas. Wenn du nichts kaufst, wie bei Facebook, bist du das Produkt. Sie verkaufen dich über deine Daten oder Werbung an andere.","Si usted compra un producto, recibe algo a cambio. Si no compra nada, como en Facebook, usted es el producto. Ellos lo venden a otros a través de sus datos o publicidad.","Cuando compras un producto, recibes algo a cambio. Si no compras algo, tal como Facebook, tú eres el producto. Te venden a otros a través de sus datos o anuncios.
",formal
"Ich hatte schon einmal Yogaunterricht, aber ich brauche noch ein paar Stunden, bis ich gelenkiger bin. Es hat Spaß gemacht, mit Ihnen zu chatten, haben Sie einen schönen Tag!","Ya he tomado clases de yoga, pero necesito algunas horas más para estar más flexible. ¡Ha sido un placer charlar con usted, que tenga un buen día!","He hecho yoga antes, pero necesito unas cuantas clases más antes de tener más flexibilidad. Ha sido divertido charlar contigo, ¡que pases un buen día!
",formal
"Das ist richtig! Produziert von Walt Disney Animation Studios und veröffentlicht von Walt Disney Pictures. Der war so süß! Sie haben auch Rapunzel als Rapunzel – Neu verföhnt neu verfilmt, hast du den gesehen?","¡Eso es correcto! Producida por Walt Disney Animation Studios y distribuida por Walt Disney Pictures. ¡Fue tan linda! También hicieron un remake de Rapunzel llamado Rapunzel: Nueva Aventura, ¿la ha visto?","Es correcto. Producida por Walt Disney Animation Studios y lanzada por Walt Disney Pictures. Estuvo tan linda. También rehicieron Rapunzel como Enredados, ¿la has visto?
",formal
"Ich kann mir das nicht einmal vorstellen. Hat Spaß gemacht, mit Ihnen zu chatten.",No puedo ni imaginarlo. Ha sido un placer charlar con usted.,"No puedo ni imaginarlo. Fue un gusto charlar contigo.
",formal
Hi Freund! Was machst du zurzeit gern in deiner Freizeit?,¡Hola amigo! ¿Qué actividades le gusta realizar en su tiempo libre actualmente?,"¡Hola, amigo! ¿Qué te gusta hacer en tu tiempo libre estos días?
",formal
"Sie könnten auf Ihrem Dachboden sein, wenn er nicht gut belüftet ist.","Podrían estar en su ático, si no está bien ventilado.","Podrían estar en tu desván si no está bien ventilado.
",formal
"Ich denke, dass das Talent angeboren sein kann. Ich frage mich, welche Persönlichkeit du dafür haben müsstest: stundenlang deinen Gedanken nachzugehen und dich mit Zügen und Gegenzügen auseinanderzusetzen.",Creo que el talento puede ser innato. Me pregunto qué tipo de personalidad se necesitaría para eso: dedicar horas a reflexionar y analizar jugadas y contrjugadas.,"Supongo que el talento podría ser cosa de la familia. Me pregunto qué tipo de personalidad necesitarías: pasarte horas reflexionando, pensando en las jugadas y en las contrajugadas.
",formal
Ah cool! Dann solltest du öfter gehen lol. Hast du die neueste Version von Die Schöne und das Biest gesehen?,"¡Ah, qué bien! Entonces debería ir con más frecuencia, jaja. ¿Ha visto usted la nueva versión de La Bella y la Bestia?","Ah, qué guay. Pues tendrías que ir más a menudo. ¿Has visto la más reciente de La bella y la bestia?
",formal
"Er ist ein toller Typ! Ich denke, er ist ein toller Typ und ein hervorragender Schauspieler. Welcher seiner Filme ist Ihr Favorit?",¡Es un gran tipo! Creo que es un gran tipo y un actor excelente. ¿Cuál es su película favorita de él?,"Es un tío estupendo. Creo que es un tío estupendo y un tremendo actor. ¿Qué película de él es tu favorita?
",formal
