source,preferred,rejected,attribute
you're gonna tell a story about your sex lives to like an audience full of people and Peter,आप लोगों से भरी एक सभा और पीटर के सामने अपने यौन जीवन की कहानी सुनाने जा रहे हैं।,"तुम लोगों से भरे दर्शकों और पीटर को अपने सेक्स जीवन के बारे में एक कहानी बताने जा रहे हो
",formal
and so I'll just get it started by asking you this. Where's your favourite place you've ever been?,और इसलिए मैं इसे शुरू करने के लिए आपसे यह पूछना चाहूंगा। आपका सबसे पसंदीदा स्थान कहां रहा है जहां आप कभी गए हैं?,"और इसलिए मैं तुमसे यह पूछकर अभी इसे शुरू कर दूँगा। आज तक की तुम्हारी सबसे पसंदीदा जगह कौन सी रही है, जहाँ तुम गए हो?
",formal
you know I can see how when you're in a trial in certain types of law situations. It's really just how much your willing to get up and say you know,"आप जानते हैं, मैं समझ सकता हूँ कि जब आप किसी मुकदमे में हों और कुछ विशेष तरह की कानूनी स्थितियों में हों। यह बहुत बड़ी बात है कि आप कितना कुछ कहने के लिए तैयार हैं","तुम्हेंं पता है मैं देख सकता हूँ कि ख़ास तरह की क़ानून स्थितियों के मुक़दमे में तुम किस तरह होते हो। तुम्हेंं पता है यह असल में ऐसा है जैसे तुम उठने और कहने के लिए कितने तैयार हो
",formal
"How's it going, do you watch Horror films? The first ones were inspired by Edgar Allan Poe and Mary Shelley","क्या हाल है, क्या आप हॉरर फिल्में देखते हैं? पहली हॉरर फिल्में एडगर अलन पो और मैरी शेली से प्रेरित थीं।","कैसा चल रहा है, क्या तुम डरावनी फ़िल्में देखते हो? सबसे पहली वाली एड्गर एलन पो और मैरी शेली से प्रेरित थी
",formal
"So, in terms of hygiene even at the mall nice bathrooms, they have extra stuff to clean yourself when you go into the bathroom and stuff. In terms of hygiene definitively was not an issue, western-style bathrooms.","इसलिए, स्वच्छता के मामले में भी मॉल में अच्छे शौचालय हैं, जब आप शौचालय में जाते हैं तो वहां खुद को साफ करने के लिए अतिरिक्त सामान मिलता है। स्वच्छता के मामले में निश्चित रूप से कोई समस्या नहीं थी, पश्चिमी शैली के शौचालय थे।","इसलिए, मॉल में अच्छे बाथरूम में भी स्वच्छता के मामले में, जब तुम बाथरूम में जाते हो तो उनके पास ख़ुद को साफ़ करने के लिए अतिरिक्त चीज़़ें होती है। स्वच्छता के मामले में यक़ीनन कोई मुद्दा नहीं था, पश्चिमी स्टाइल के बाथरूम।
",formal
I think you understand that it's not about convincing other people that your relationship is amazing and I couldn't tell us about that,मुझे लगता है कि आप समझते हैं कि यह दूसरों को यह बताने के बारे में नहीं है कि आपका रिश्ता कितना अद्भुत है और मैं आपको इसके बारे में नहीं बता सकता,"मुझे लगता है तुम समझते हो कि यह दूसरे लोगों को समझाने की बात नहीं है कि तुम्हारा रिश्ता बहुत बढ़िया है और मैं इसके बारे हमें नहीं बता सकता
",formal
"So that's why sometimes internet TV don't work for me, because I can't hear you say something ten minutes after your mouth say it. It ruins it. I don't see how you could do it.","इसलिए कभी-कभी इंटरनेट टीवी मेरे लिए काम नहीं करती, क्योंकि मैं आपके मुँह से कुछ निकलने के 10 मिनट बाद उसे नहीं सुन पाता। यह सबकुछ बिगाड़ देता है। मुझे नहीं पता कि आप यह कैसे कर सकते हैं।","इसलिए कभी-कभी इंटरनेट टीवी मेरे काम नहीं आती है, क्योंकि मैं तुम्हारे मुँह से कुछ कहने के दस मिनट बाद तुम्हेंं कुछ कहते हुए नहीं सुन पाता। यह इसे बर्बाद कर देता है। मुझे समझ में नहीं आता कि तुम यह कैसे कर सकते हो।
",formal
"Yes, people tend to forget they are free to leave. I like that wisdom and tactic. You can also play a game in your mind, challenging yourself to be entertained by the whole meeting/date.","हाँ, लोग यह भूल जाते हैं कि वे मुक्त हैं और चले जा सकते हैं। मुझे यह बुद्धिमत्ता और तरीका पसंद है। आप अपने मन में एक खेल भी खेल सकते हैं, खुद को पूरी बैठक/डेट से मनोरंजित रहने की चुनौती दे सकते हैं।","हाँ, लोग यह भूल जाते हैं कि वे अपनी मर्जी से छोड़कर जा सकते हैं। मुझे वह ज्ञान और कौशल पसंद है। पूरी मीटिंग/डेट से अपना मनोरंजन करने के लिए खुद को चुनौती देकर तुम अपने मन में एक खेल भी खेल सकते हो।
",formal
"Yep. And especially if you're lying too, and then you are intentionally getting caught in your lies. Then you also make yourself, you look not smart.","हाँ। और ख़ासकर अगर आप झूठ भी बोल रहे हैं, और फिर आप जानबूझकर अपने ही झूठ में फँस जा रहे हैं। तब आप भी ख़ुद को बेवक़ूफ़ साबित करते हैं।","हाँ। और ख़ासकर अगर तुम झूठ भी बोल रहे हो, और फिर तुम जानबूझकर अपने ही झूठ में फँस जा रहे हो। तब तुम भी ख़ुद को बेवक़ूफ़ साबित करते हो।
",formal
But they are like as an employee you have a sales goal to make and so if you spend an hour doing someone's makeup,लेकिन वे जैसे कि एक कर्मचारी के रूप में आपके लिए एक बिक्री लक्ष्य है और इसलिए यदि आप किसी के मेकअप करने में एक घंटा बिताते हैं,"लेकिन वे एक कर्मचारी की तरह होते हैं, जिनके पास पूरा करने के लिए सेल का लक्ष्य होता है और इसलिए अगर तुम किसी का मेकअप करने में एक घंटा लगा देते हो
",formal
"Wow. I would probably sell some, and keep the rest as an investment. What would you do?","वाह। मैं शायद कुछ बेच दूंगा, और बाकी निवेश के रूप में रखूंगा। आप क्या करेंगे?","वाह। मैं शायद थोड़े बहुत बेच दूं, और बाकी को निवेश के तौर पर रखूं। तुम क्या करोगे?
",formal
So every case is kind of just like if you can figure out how to get your clients and that's you know,तो हर मामला बस यही है कि अगर आप यह समझ सकें कि अपने ग्राहकों को कैसे प्राप्त किया जाए और वही आपको करना है,"इसलिए हर केस इस तरह का होता है जैसे अगर तुम यह पता लगा सकते हो कि अपने क्लाइंट्स को कैसे प्राप्त किया जाए और यह तुम्हेंं पता है
",formal
I used to play that too. Did you Tom Hanks brother does woody's voice in video games?,मैं भी वह खेलता था। क्या आप जानते हैं कि टॉम हैंक्स के भाई ने वीडियो गेम में वुडी की आवाज़ निकाली थी?,"मैं भी वह खेलता था। क्या तुम खेलते थे? टॉम हैंक्स के भाई ने वीडियो गेम में वुडी की आवाज़ निकाली थी?
",formal
"Yeah, exactly. Okay now also have a look on my fashion stores where do you shop?","हां, बिलकुल सही। अब मेरे फैशन स्टोर पर भी एक नजर डालिए। आप कहां से खरीदारी करते हैं?","हाँ, बिल्‍कुल। ठीक है, अब मेरे फ़ैशन स्टोर पर नजर डालो, तुम कहाँ से ख़रीदारी करते हो?
",formal
Oh my God! Why do you pay so much?,हे भगवान! आप इतना अधिक क्यों भुगतान करते हैं?,"ओह! तुम इतना ज़्यादा क्यों भुगतान करते हो?
",formal
"I do, what do you think about Prices injury?","मैं समझता हूँ, आप प्राइस की चोट के बारे में क्या सोचते हैं?","हाँ, तुम प्राइस इंजरी के बारे में क्या सोचते हो?
",formal
"that is interesting I always wondered that, do you use google for your searches? or another website?","यह दिलचस्प है, मुझे हमेशा इसके बारे में जिज्ञासा रहती थी, क्या आप अपनी खोजों के लिए गूगल का इस्तेमाल करते हैं? या किसी और वेबसाइट का?","यह दिलचस्प बात है, मैं हमेशा सोचता था, क्या तुम अपने सर्च करने के लिए Google का इस्तेमाल करते हो? या किसी दूसरी वेबसाइट का?
",formal
"Yes you are correct. Despite the students mourning due to a mass shooting a day earlier, Republicans appeared only a fox where they wouldn't be pressed about gun control","हाँ आप सही कह रहे हैं। एक दिन पहले बड़े पैमाने पर शूटिंग के कारण छात्रों के शोक मनाने के बावजूद, रिपब्लिकन सिर्फ फ़ॉक्स पर दिखाई दिए, जहाँ उन पर बंदूक नियंत्रण के बारे में दबाव नहीं डाला जाएगा।","हाँ तुम सही कह रहे हो। एक दिन पहले बड़े पैमाने पर शूटिंग के कारण स्टूडेंट्स के शोक मनाने के बावजूद, रिपब्लिकन सिर्फ फ़ॉक्स में दिखाई दिए, जहाँ बंदूक नियंत्रण के बारे में उन पर दबाव नहीं डाला जाएगा
",formal
did you get it? Did you get it to sign in your phone?,क्या आप करवा पाए? क्या आप इसे अपने फ़ोन में साइन इन करवा पाए?,"क्या तुम करवा पाए? क्या तुम इसे अपने फ़ोन में साइन इन करवा पाए?
",formal
"So you take that packaging that came in, you couldn't buy back in this same thing.","तो आप वह पैकेजिंग लेते हैं जो आई थी, आप वापस इसी चीज़ को नहीं खरीद सकते।","तो तुम उस पैकेजिंग को ले लो, जो आई है, तुम वही चीज़ वापस नहीं ख़रीद सकते।
",formal
when you mix cultures you hope that the strongest culture doesn't squash the quieter culture and I would see your friend as quieter culture,जब आप संस्कृतियों को मिलाते हैं तो आप आशा करते हैं कि सबसे मजबूत संस्कृति शांत संस्कृति को दबा न दे और मैं आपके मित्र को शांत संस्कृति के रूप में देखूंगा,"जब तुम संस्कृतियों को मिलाते हो तो तुम उम्मीद करते हो कि सबसे प्रभावशाली संस्कृति शांत संस्कृति पर पूरी तरह से भारी न पड़े और मैं तुम्हारे दोस्त को एक शांत संस्कृति के रूप में देखूँगा
",formal
So we are going to be talking about families and stuff like that and you know all that,हम परिवारों और उस तरह की चीज़ों के बारे में बात करने वाले हैं और आप उन सभी बातों को जानते हैं।,"तो हम परिवारों और उनसे जुडी चीज़ों के बारे में बात करने जा रहे हैं और तुम यह सब जानते हो
",formal
Did you play with Legos growing up?,क्या आप बचपन में लेगो से खेलते थे?,"क्या तुम बचपन में Lego से खेला करते थे?
",formal
"It sounds like you know your Comic Book stuff, Nancy doesn't sound like your type of material.","यह लगता है कि आप कॉमिक बुक्स के बारे में अच्छी जानकारी रखते हैं, नैंसी आपके लिए उचित सामग्री नहीं लगती।","ऐसा लगता है जैसे तुम अपनी कॉमिक किताबों वाली चीजों को जानते हो, नैन्सी तुम्हेंं पसंद आने वाली सामग्री की तरह नहीं लगती।
",formal
I wonder how Unicef would even know if you were using your cell phone or not,मुझे नहीं पता कि यूनिसेफ कैसे जान पाएगा कि आप अपने सेल फोन का इस्तेमाल कर रहे हैं या नहीं।,"मैं सोचता हूँ कि UNICEF को इसका पता भी कैसे चलेगा कि तुम अपने सेल फ़ोन का इस्तेमाल कर रहे थे या नहीं
",formal
I wonder if you get extra credit if you start growing your hair out for that class? lol I had a mythology and fantasy class in college. It was pretty good.,मैं आश्चर्य करता हूँ कि क्या आप उस कक्षा के लिए अपने बालों को बढ़ाने पर अतिरिक्त क्रेडिट प्राप्त करते हैं? लोल मेरे कॉलेज में मिथक और कल्पना का एक पाठ्यक्रम था। यह काफी अच्छा था।,"मैं सोचता हूँ कि अगर तुम उस क्लास के लिए अपने बाल लंबे करना शुरू कर देते हो, तो क्या तुम्हेंं अतिरिक्त क्रेडिट मिलेगा? लोल कॉलेज में मेरी माइथोलॉजी और फ़ैंटसी की क्लास थी। यह काफी अच्छी थी।
",formal
Where do you stay on your trip across country?,आप देश भर की यात्रा के दौरान कहां ठहरते हैं?,"तुम देश भर में अपनी यात्रा के दौरान कहाँ ठहरते हो?
",formal
You watch movies which is your favourite ?,"आप फिल्में देखते हैं, आपका पसंदीदा कौन सा है?","तुम फ़िल्में देखते हो, तुम्हारी पसंदीदा कौन सी है?
",formal
"When you buy a product, you get something in return. If you do not buy something, like facebook, youare the product. They are selling you to others through your data or ads.","जब आप कोई उत्पाद खरीदते हैं, तो आपको इसके बदले कुछ मिलता है। यदि आप कुछ नहीं खरीदते हैं, जैसे फेसबुक, तो आप ही उत्पाद हैं। वे आपके डेटा या विज्ञापनों के माध्यम से आपको दूसरों को बेच रहे हैं।","कोई उत्पाद खरीदने पर, बदले में कुछ वापस मिलता है। अगर तुम कोई चीज़ नहीं खरीदते हैं, जैसे कि Facebook, तो तुम उत्पाद हो। वे तुम्हारे डेटा या विज्ञापनों के जरिए तुम्हेंं दूसरों को बेच रहे हैं।
",formal
Well you might could go out to a comedy film with your date - bromantic comedies like Harold and Kumar could be good for date night,आप अपनी डेट के साथ किसी कॉमेडी फिल्म देखने जा सकते हैं - जैसे कि 'हैरोल्ड और कुमार' जैसी ब्रोमैंटिक कॉमेडी डेट नाइट के लिए अच्छी हो सकती है।,"खैर तुम अपनी डेट के साथ कॉमेडी फ़िल्म देख सकते हो - हेरोल्ड एंड कुमार जैसी पुरुष दोस्तों के बीच दोस्ती से जुड़ी कॉमेडी फ़िल्में डेट नाइट पर देखने के लिए अच्छी हो सकती हैं
",formal
That is a long time ago! What do you think about the Chinese name for Guardians of the Galaxy over there? It is the: interplanetary unusual attack team LOL,यह बहुत पहले की बात है! आप गार्डियंस ऑफ़ द गैलेक्सी के लिए चीनी नाम के बारे में क्या सोचते हैं? वहां यह है: अंतरग्रहीय असामान्य आक्रमण टीम लोल,"यह बहुत पहले की बात है! वहाँ पर गार्डियंस ऑफ़ द गैलेक्सी के चीनी नाम के बारे में तुम क्या सोचते हो? यह है: इंटरप्लेनेटरी असामान्य हमला दल, लोल
",formal
"Are you ever worried that in the future when you do have the smart devices that your kids will say, Oh. I would love to order a blank from Amazon and then they say, hey so and so","क्या आप कभी इस बात की चिंता करते हैं कि भविष्य में जब आपके पास स्मार्ट डिवाइस होंगे, तो आपके बच्चे कहेंगे, ""ओह, मैं अमेज़न से यह वस्तु ऑर्डर करना चाहूंगा"" और फिर वे कहेंगे, ""हे फलाना""","क्या तुम इस बारे में चिंतित हो कि आने वाले वक्त में जब तुम्हारे पास स्मार्ट डिवाइसेज़ होंगे तो तुम्हारे बच्चे यह कहेंगे, ओह। मैं Amazon से एक ब्लेंक ऑर्डर करना चाहता हूँ और फिर वे कहेंगे, और यह वह
",formal
"Yeah, and most places you travel you can still access your account since it's available in countries except for China, Syria, North Korea and Crimea.","हाँ, और जिन अधिकांश स्थानों पर आप यात्रा करते हैं, वहां आप अभी भी अपने खाते तक पहुंच सकते हैं क्योंकि यह चीन, सीरिया, उत्तर कोरिया और क्रीमिया को छोड़कर अन्य देशों में उपलब्ध है।","हाँ, और ज़्यादातर जिन-जिन जगहों पर तुम जाते हो, वहाँ भी तुम अपना अकाउंट ऐक्सेस कर सकते हो क्योंकि यह चीन, सीरिया, उत्तर कोरिया और क्रीमिया को छोड़कर बाकी सभी देशों में उपलब्ध है।
",formal
"they are talking about me, what the heck are they saying? So I said what are you saying? we are gonna take some pictures from your Facebook and we are gonna create you a dating site.","वे मेरे बारे में बात कर रहे हैं, भला वे क्या कह रहे हैं? तो मैंने कहा कि आप क्या कह रहे हैं? हम आपके फेसबुक से कुछ तस्वीरें लेंगे और हम आपके लिए एक डेटिंग साइट बनाएंगे।","वे मेरे बारे में बात कर रहे हैं, वे क्या कह रहे हैं? इसलिए मैंने कहा कि तुम क्या कह रहे हो? हम तुम्हारे Facebook से कुछ तस्वीरें लेने वाले हैं और एक डेटिंग साइट पर तुम्हारी एक प्रोफ़ाइल बनाने वाले हैं।
",formal
"(honestly take care of) my kids my parents know that. So that's just how they raised me. If you could think about the best thing, how you was raised by your parents and stuff would you.",(ईमानदारी से अपने बच्चों का ख्याल रखें) मेरे माता-पिता यह जानते हैं। इसलिए उन्होंने मुझे इसी तरह पाला है। यदि आप अपने माता-पिता द्वारा अपने पालन-पोषण के बारे में सोचें और ऐसी चीजों के बारे में सोचें तो क्या आप (उनके द्वारा सिखाए गए सबसे अच्छे तरीके को अपनाएंगे)?,"मेरे बच्चों का (ईमानदारी से ध्यान रखा) है, मेरे माता-पिता वह जानते हैं। तो इसी तरह उन्होंने मुझे बड़ा किया। अगर तुम सबसे अच्छी चीज़ के बारे में सोचो, तो तुम्हारे माता-पिता ने तुम्हेंं कैसे बड़ा किया और ऐसी चीज़़ें तुम कैसे करोगे।
",formal
"I'm not too bothered by the genre, as long as it makes me laugh. How do you watch your movies, on TV or on a computer?","मुझे ज़्यादा फ़र्क नहीं पड़ता कि फ़िल्म किस विधा की है, बस मुझे हँसाए। आप अपनी फ़िल्में कैसे देखते हैं, टीवी पर या कंप्यूटर पर?","मैं प्रकार की परवाह नहीं करता, जब तक यह मुझे हंसाता है। तुम अपनी फ़िल्में किस पर देखते हो, टीवी पर या कंप्यूटर पर?
",formal
"You know what I'm saying, whatever you wanna do you could do it. Provide you for everything you wanna do.","आप जानते हैं मैं क्या कह रहा हूँ, जो भी आप करना चाहते हैं वह कर सकते हैं। आप जो भी करना चाहेंगे उसके लिए आपको सब कुछ उपलब्ध कराया जाएगा।","तुम्हेंं पता है मैं क्या कह रहा हूँ, तुम जो कुछ भी करना चाहते हो, तुम वह कर सकते हो। तुम जो करना चाहते हो, उसके लिए तुम्हेंं सब कुछ दिया जाए।
",formal
No not your brother or yourself like who you consider your cousin,"नहीं, न आपका भाई और न ही आप स्वयं, बल्कि आप किसे अपना चचेरा भाई या चचेरी बहन मानते हैं?","नहीं तुम्हारा भाई या तुम ख़ुद नहीं, जैसे तुम किसे अपना कज़िन मानते हो
",formal
Is her name Anne Jones ? If yes you could put a generator on your books and sell the electricity. Do you enjoy reading ?,"क्या उनका नाम ऐनी जोन्स है? अगर हाँ, तो आप अपनी किताबों पर जनरेटर लगाकर बिजली बेच सकते हैं। क्या आपको पढ़ने में मजा आता है?","क्या उनका नाम ऐनी जोन्स है ? अगर हाँ, तो तुम अपनी किताबों पर जनरेटर लगाकर बिजली बेच सकते हो। क्या तुम्हेंं पढ़ने में मजा आता है ?
",formal
"But if you, if the person takes the time to look then they'll be like Oh, okay, yeah, no problem, but if you didn't look then I can tell you.","लेकिन अगर आप, यदि व्यक्ति समय निकालकर देखता है तो वह समझेगा कि ठीक है, कोई समस्या नहीं है, लेकिन अगर आपने नहीं देखा तो मैं आपको बता सकता हूँ।","लेकिन अगर तुम, अगर वह व्यक्ति देखने के लिए समय लेता है, तो वे ऐसे कहेंगे जैसे ओह, ठीक है, हाँ, कोई बात नहीं, लेकिन अगर तुमने नहीं देखा तो मैं तुम्हेंं बता सकता हूँ।
",formal
I'll give you I could see if we could go to the place where you will see all your family members.,मैं आपको बता दूंगा कि क्या हम उस जगह जा सकते हैं जहां आप अपने सभी परिवार के सदस्यों को देख पाएंगे।,"मैं तुम्हेंं दूँगा, मैं देख सकता हूँ कि क्या हम ऐसी जगह पर जा सकते हैं जहाँ तुम अपने परिवार के सभी सदस्यों को देख पाओगे।
",formal
"That is crazy, I would totally do it, would you upload your memory?","यह बहुत ही विचित्र है, मैं बिलकुल ऐसा करूंगा, क्या आप अपनी यादें अपलोड करेंगे?","बहुत अजीब बात है, मैं तो बेशक करूंगा, क्या तुम अपनी यादों को अपलोड करोगे?
",formal
help further what you want they are just negotiation skills that can be used with everyone in every situation.,"ये केवल वार्ता कौशल हैं जिनका उपयोग हर स्थिति में हर किसी के साथ किया जा सकता है, जो आप चाहते हैं उसे और आगे बढ़ाने में मदद करते हैं।","तुम जो चाहते हो उसे आगे ले जाने में मदद करो, वे सिर्फ़ बातचीत करने के कौशल हैं जिनका इस्तेमाल हर स्थिति में हर किसी व्यक्ति के साथ किया जा सकता है।
",formal
Like you know paying for all your insurance and trying to find gigs and taking gigs you don't wanna take,जैसे आप जानते हैं कि अपने सभी बीमा का भुगतान करना और नौकरियां ढूंढने की कोशिश करना और ऐसी नौकरियां लेना जिन्हें आप नहीं करना चाहते,"जैसे तुम अपने सभी बीमा के लिए भुगतान करना जानते हो और गिग्स ढूँढने की कोशिश कर रहे हो, और गिग्स ले रहे हो जिन्हें तुम नहीं लेना चाहते हो
",formal
how much you pay for your internet bill?,आप अपने इंटरनेट बिल के लिए कितना भुगतान करते हैं?,"तुम अपने इंटरनेट बिल के लिए कितना भुगतान करते हो?
",formal
"I agree, so do you like fiction?","मैं सहमत हूँ, तो क्या आप कल्पना-साहित्य पसंद करते हैं?","मैं सहमत हूँ, तो क्या तुम फ़िक्शन पसंद करते हो?
",formal
while sitting in the back of your car and not having to focus on the road. How many hours a year you spend driving versus how you can use that to be more productive.,बिना सड़क पर ध्यान केंद्रित करने की आवश्यकता के अपनी कार की पिछली सीट पर बैठकर। आप एक साल में कितने घंटे ड्राइविंग करते हैं बनाम उस समय का उपयोग आप और अधिक उत्पादक कार्यों के लिए कैसे कर सकते हैं।,"अपनी कार के पीछे बैठकर जब सड़क पर ध्यान देना नहीं पड़ता तब। साल में कितने घंटे तुम ड्राइव करने में ख़र्च करते हो बनाम तुम उस समय का इस्तेमाल ज़्यादा उत्पादक बनने के लिए कैसे कर सकते हो।
",formal
Hey what do you think about Chris Pratt by the way? It's funny that he wanted to rehire the director James Gunn for the new Guardians of the Galaxy movie,"हाय, वैसे आप क्रिस प्रैट के बारे में क्या सोचते हैं? यह मजेदार है कि उन्होंने नई गार्डियंस ऑफ द गैलेक्सी मूवी के लिए निर्देशक जेम्स गन को फिर से काम पर रखना चाहा।","हाय, तुम क्रिस प्रैट के बारे में क्या सोचते हो? यह मजे की बात है कि वे नई गार्डियंस ऑफ़ द गैलेक्सी फ़िल्म के लिए निर्देशक जेम्स गन को फिर से लाना चाहते थे
",formal
"You got it. So, if Martin was your favourite show growing up, what's your favourite show now?","आप समझ गए। तो, अगर मार्टिन आपका बचपन का पसंदीदा शो था, तो अब आपका पसंदीदा शो क्या है?","तुम समझ गए। वैसे, अगर बड़े होने पर मार्टिन तुम्हारा पसंदीदा शो था, तो अब तुम्हारा पसंदीदा शो कौन सा है?
",formal
"yeah, probably a couple. it was 60s TV, a bit campy, but what are you going to do? it was the time of odd soundtracks and weirder clothes.","हाँ, शायद कुछ। यह 60 के दशक का टीवी था, थोड़ा अजीब था, लेकिन आप क्या कर सकते थे? यह अजीब साउंडट्रैक और अजीबोगरीब कपड़ों का समय था।","हाँ, शायद काफी ज़्यादा। यह 60 के दशक का टीवी था, कुछ दिखावटी, लेकिन तुम क्या कर सकते हो? वह समय ही अजीब साउंडट्रैक और अजीब कपड़ों का था।
",formal
Interesting. I did not know that. What else do you do in your spare time?,दिलचस्प। मुझे यह पता नहीं था। आप अपने खाली समय में और क्या करते हैं?,"दिलचस्प है। मुझे वह नहीं पता था। तुम अपने खाली समय में और क्या करते हो?
",formal
"Okay so as a consumer, you don't really care about who makes it, who it makes money for, who it helps employ, you just want to get the best price for yourself.","ठीक है, इसलिए एक उपभोक्ता के रूप में, आप वास्तव में इस बारे में परवाह नहीं करते कि इसे किसने बनाया है, यह किसके लिए पैसा कमाता है, यह किसको रोजगार देने में मदद करता है, आप बस खुद के लिए सर्वोत्तम मूल्य पाना चाहते हैं।","ठीक है, इसलिए एक उपभोक्ता होने के नाते, तुम असल में इस बात की परवाह नहीं करते हो कि इसे कौन बनाता है, यह किसके लिए पैसा बनाता है, यह किसे रोजगार दिलाने में मदद करता है, तुम बस अपने लिए सबसे अच्छी कीमत प्राप्त करना चाहते हो।
",formal
