source,preferred,rejected,attribute
"Wat ik bedoel. Om goed te leven, snap je. Leven zonder zorgen. Je weet wat ik bedoel. Mooi.","Was ich meine. Um gut zu leben, verstehen Sie? Leben ohne Sorgen. Sie wissen, was ich meine. Schön.","Was ich sage. Gut leben, du weißt schon. Leben ohne Sorgen. Du weißt, was ich meine. Meine Rede.
",formal
"Zeker, mag ik ook uw postcode en straatnaam alstublieft?","Sicher, dürfte ich auch bitte Ihre Postleitzahl und den Straßennamen haben?","Sicher, kann ich bitte auch deine Postleitzahl und den Straßennamen erfahren?
",formal
u gaat een verhaal vertellen over uw seksleven voor een groot publiek en Peter,Sie werden eine Geschichte über Ihr Sexleben vor einem großen Publikum und vor Peter erzählen.,"Du wirst eine Geschichte über dein Sexleben vor einem vollen Publikum erzählen und vor Peter.
",formal
"Als je een kind hebt waar je verantwoordelijk voor bent, dan moet je je zaken op orde hebben.","Wenn Sie ein Kind haben, für das Sie verantwortlich sind, müssen Sie Ihre Angelegenheiten geordnet haben.","Wenn du das tust, wenn du ein Kind hast, für das du verantwortlich bist, musst du deine Angelegenheiten geordnet bekommen.
",formal
"Welke zijn uw favoriete films? Welke zijn uw andere favoriete films, en/of uw films van het jaar?",Welche sind Ihre Lieblingsfilme? Welche sind Ihre anderen Lieblingsfilme und/oder Ihre Filme des Jahres?,"Was sind deine Lieblingsfilme, was sind deine anderen Lieblingsfilme und/oder deine Lieblingsfilme von diesem Jahr?
",formal
Hierin stond hoe uw gezicht eruitziet als u ontdekt dat uw normale leven door anderen wordt beschreven,"Darin stand, wie Ihr Gesicht aussieht, wenn Sie entdecken, dass Ihr normales Leben von anderen beschrieben wird.","Es besagte, dass so dein Gesicht aussieht, wenn du herausfindest, dass dein normales Leben von anderen beschrieben wird.
",formal
"Ja, u moet toegeven, iedereen heeft zijn eigen mentaliteit, weet u wat ik bedoel, iedereen heeft zijn eigen stijl","Ja, Sie müssen zugeben, jeder hat seine eigene Mentalität, verstehen Sie, was ich meine, jeder hat seinen eigenen Stil.","Ja, du musst sagen, jeder hat seine eigene Haltung, weißt du, was ich meine, jeder hat seinen eigenen Stil.
",formal
"Ja, je moet toegeven, iedereen heeft zijn eigen mentaliteit, weet je wat ik bedoel, iedereen heeft zijn eigen stijl","Ja, Sie müssen zugeben, jeder hat seine eigene Mentalität, verstehen Sie, was ich meine? Jeder hat seinen eigenen Stil.","Ja, du musst sagen, jeder hat seine eigene Haltung, weißt du, was ich meine, jeder hat seinen eigenen Stil.
",formal
"Ja, precies. OK, kijk nu ook even naar mijn modewinkels. Waar winkel je gewoonlijk?","Ja, genau. Okay, schauen Sie jetzt auch mal in meine Modeboutiquen. Wo kaufen Sie normalerweise ein?","Ja, genau. Okay, jetzt werde ich auch in meinen Modeläden nachsehen, wo kaufst du ein?
",formal
Ik zal eens kijken of we naar de plek kunnen gaan waar u al uw familieleden zult zien.,"Ich werde mal schauen, ob wir zu dem Ort gehen können, wo Sie all Ihre Familienmitglieder sehen werden.","werde ich dir geben, ich könnte schauen, ob wir zu dem Ort gehen könnten, wo du all deine Familienmitglieder sehen wirst.
",formal
Ik denk dat ik dat eerder ook heb gelezen. Ik denk dat het te gek zou zijn om je manager eens aan slag te zien!,"Ich denke, das habe ich auch schon einmal gelesen. Ich glaube, es wäre großartig, Ihren Manager einmal bei der Arbeit zu sehen!","Ich glaube, ich habe das auch schon einmal gelesen, ich finde, es wäre so verrückt, dein Vorgesetzten am Schlagmal zu sehen!
",formal
"Goed, maar door de annulering ... Laten we eens kijken, heb je het? Weet je, wacht, ik zoek het. Wat is de kan? Waar? Waarom heb je je vlucht nog niet geannuleerd? Kan ik mijn ticket annuleren als ik het ter plaatse heb gekocht?","Gut, aber wegen der Stornierung... Lassen Sie uns mal sehen, haben Sie es? Wissen Sie, warten Sie, ich suche es. Was ist die Frage? Wo? Warum haben Sie Ihren Flug noch nicht storniert? Kann ich mein Ticket stornieren, wenn ich es vor Ort gekauft habe?","Gut, aber wegen der Stornierung, lass uns schauen, hast du es? Weißt du, warte , ich suche danach. Was ist die Storn…? Wo? Warum hast du deinen Flug noch nicht storniert? Kann ich mein Ticket stornieren, wenn ich es vor Ort gekauft habe?
",formal
"""Weet u, als uw klant zegt: """"Oh, ik zal nog meer kopen"""", dan is dat geen goede zaak.""","Wissen Sie, wenn Ihr Kunde sagt: ""Oh, ich werde noch mehr kaufen"", dann ist das keine gute Sache.","Weißt du, wenn dein Klient so sagt, oh, ich werde mehr kaufen, ist das so, nein, das ist nicht gut.
",formal
"Ik denk gewoon omdat, wat soorten betreft, zoals je zei, mensen (ontwikkeld) zijn. Waarschijnlijk zag het er een beetje raar uit. Denk je dat je","Ich denke einfach, weil, was Arten angeht, wie Sie sagten, Menschen (entwickelt) sind. Es sah wahrscheinlich ein bisschen seltsam aus. Glauben Sie, dass Sie","Ich denke, weil Menschen einfach bezüglich Arten, wie du sagtest, (entwickelt) sind. Das sah vielleicht ein bisschen seltsam aus. Du denkst dein
",formal
"Nee, ik zie dat het bij u groot is, en bij mij ziet het er vrijwel plat uit. Mijn volume staat op het maximum en u kent mijn microfoon.","Nein, ich sehe, dass Ihres groß und meines fast flach ist. Meine Lautstärke ist voll aufgedreht und Sie kennen mein Mikrofon.","Nein, ich sehe, dass deiner groß und meiner fast flach ist. Meine Lautstärke ist voll aufgedreht und du kennst mein Mikrofon.
",formal
"Dat is een lange tijd geleden! Wat vind je van de Chinese naam voor Guardians of the Galaxy? Die luidt: interplanetair bijzonder aanvalsteam, LOL.","Das ist lange her! Was denken Sie über den chinesischen Namen für Guardians of the Galaxy? Er lautet: Interplanetares Spezialangriffskommando, LOL.","Das ist schon lange her! Was denkst du über den chinesischen Titel von Guardians of the Galaxy da drüben? Es ist das interplanetarische ungewöhnliche Angriffsteam LOL.
",formal
"Dat is een lange tijd geleden! Wat vindt u van de Chinese naam voor Guardians of the Galaxy? Die luidt: interplanetair bijzonder aanvalsteam, LOL.","Das ist wirklich lange her! Was denken Sie über den chinesischen Namen für Guardians of the Galaxy? Er lautet: Interplanetares Spezialangriffskommando, LOL.","Das ist schon lange her! Was denkst du über den chinesischen Titel von Guardians of the Galaxy da drüben? Es ist das interplanetarische ungewöhnliche Angriffsteam LOL.
",formal
"En ze hadden een markt, net zoals jouw oplossing.","Und sie hatten einen Markt, genauso wie Ihre Lösung.","Und sie hatten einen Markt, genau wie deine Lösung.
",formal
Ik weet wat u bedoelt. Het is het enige voorwerp waarvan bekend is dat het leeft en we moeten weten waarom dat is.,"Ich weiß, was Sie meinen. Es ist das einzige Objekt, von dem bekannt ist, dass es lebt, und wir müssen wissen, warum das so ist.","Ich weiß, was du meinst. Es ist das einzige Objekt, das nachweislich lebt, und wir müssen wissen, warum das so ist.
",formal
"Ik denk gewoon omdat, wat soorten betreft, zoals u zei, mensen (ontwikkeld) zijn. Waarschijnlijk zag het er een beetje raar uit. Denkt u dat uw","Ich denke einfach, dass Menschen, was Arten angeht, wie Sie sagten, (entwickelt) sind. Es sah wahrscheinlich etwas seltsam aus. Denken Sie, dass Ihr","Ich denke, weil Menschen einfach bezüglich Arten, wie du sagtest, (entwickelt) sind. Das sah vielleicht ein bisschen seltsam aus. Du denkst dein
",formal
Mooi! Heeft u de eerste film gezien toen hij uitkwam in 1977? Ik weet nog dat ik naar de bioscoop ben gegaan om hem te zien.,"Toll! Haben Sie den ersten Film gesehen, als er 1977 herauskam? Ich erinnere mich noch daran, ins Kino gegangen zu sein, um ihn zu sehen.","Toll! Hast du den ersten Film gesehen, als er 1977 rauskam? Ich erinnere mich, dass ich ins Kino gegangen bin, um ihn zu sehen.
",formal
"Hij heeft nooit contact gemaakt en was zo van, het speet hem nooit dat hij in uw arm had gebeten.","Er hat nie Kontakt aufgenommen und war so, als ob es ihm nie leid täte, dass er in Ihren Arm gebissen hat.","Er hat sich nie gemeldet und sagte, es tut dir nie leid, deinen Arm gebissen zu haben.
",formal
"Wauw. Ik zou er waarschijnlijk een paar verkopen, en de rest houden als een investering. Wat zou jij doen?",Wow. Ich würde wahrscheinlich ein paar verkaufen und den Rest als Investition behalten. Was würden Sie tun?,"Wow, ich könnte vermutlich einige verkaufen und den Rest als Investition behalten. Was würdest du tun?
",formal
"Ja, dat is best interessant. Heb je The Goonies gezien?","Ja, das ist sehr interessant. Haben Sie den Film ""The Goonies"" gesehen?","Ja, das ist ziemlich interessant. Hast du Die Goonies gesehen?
",formal
"Ja, dat is best interessant. Heeft u The Goonies gezien?","Ja, das ist sehr interessant. Haben Sie The Goonies gesehen?","Ja, das ist ziemlich interessant. Hast du Die Goonies gesehen?
",formal
"Ik heb al eerder yogalessen gevolgd, maar ik heb nog een aantal lessen nodig voor ik leniger zal worden. Het was leuk met u te praten. Prettige dag nog!","Ich habe schon früher Yogakurse besucht, aber ich brauche noch ein paar Stunden, bevor ich beweglicher werde. Es war nett, mit Ihnen zu sprechen. Haben Sie noch einen schönen Tag!","Ich hatte schon einmal Yogaunterricht, aber ich brauche noch ein paar Stunden, bis ich gelenkiger bin. Es hat Spaß gemacht, mit dir zu chatten, hab einen schönen Tag!
",formal
"en ze bestellen al de producten die zij verdelen wanneer ze zonder zitten, u weet wel, dat brengt nieuwe spullen aan","Und sie bestellen alle Produkte, die sie vertreiben, wenn sie keinen Vorrat mehr haben, wissen Sie, das bringt neue Sachen.","Und sie bestellen all die Produkte, die sie vertreiben und nicht vorrätig haben, weißt du, bringt die neuen Dinge
",formal
"Welke zijn je favoriete films? Welke zijn je andere favoriete films, en/of je films van het jaar?",Was sind Ihre Lieblingsfilme? Was sind Ihre anderen Lieblingsfilme und/oder Ihre Lieblingsfilme des Jahres?,"Was sind deine Lieblingsfilme, was sind deine anderen Lieblingsfilme und/oder deine Lieblingsfilme von diesem Jahr?
",formal
Wat is uw favoriete Batman film? De mijne is The Dark Knight. Ik had gehoord dat Smallville oorspronkelijk zou gaan over Bruce Wayne die Batman wordt. Maar dat is dan blijkbaar uiteindelijk Gotham geworden.,"Welcher ist Ihr Lieblings-Batman-Film? Meiner ist The Dark Knight. Ich habe gehört, dass Smallville ursprünglich davon handeln sollte, wie aus Bruce Wayne Batman wurde. Aber daraus wurde dann anscheinend letztendlich Gotham.","Welcher ist dein Lieblings-Batman-Film? Meiner ist The Dark Knight. Ich habe gehört, dass Smallville ursprünglich davon handeln sollte, wie aus Bruce Wayne Batman wurde. Ich glaube, daraus wurde dann Gotham.
",formal
Zoals je verzekeringen betalen en optredens zoeken en aannemen die je niet wilt aannemen.,"Wie zum Beispiel Ihre Versicherungen zu bezahlen und Auftritte zu suchen und anzunehmen, die Sie eigentlich nicht annehmen möchten.","Wie, du weißt schon, für deine gesamten Versicherungen zahlen und versuchen, Auftritte zu finden und Auftritte anzunehmen, die du nicht nehmen willst.
",formal
"Maar zij vinden dat u als werknemer een verkoopdoel moet bereiken, dus als u een uur bezig bent met iemand op te maken","Aber sie finden, dass Sie als Mitarbeiter ein Verkaufsziel erreichen müssen, also wenn Sie eine Stunde damit verbringen, jemanden zu schminken","Aber die sind so, als Angestellter musst du Verkaufsziele erreichen, also wenn du eine Stunde damit zubringst, jemanden zu schminken
",formal
"Ja, u heeft gelijk. Ondanks dat de studenten rouwden vanwege een massale schietpartij een dag eerder, verschenen de Republikeinen alleen op Fox, waar ze niet onder druk zouden worden gezet over het toezicht op wapenbezit.","Ja, Sie haben Recht. Obwohl die Studenten wegen eines Massenmordes am Tag zuvor trauerten, erschienen die Republikaner nur bei Fox, wo sie nicht unter Druck geraten würden, die Waffenkontrolle zu verschärfen.","Ja, du hast recht. Obwohl die Schüler wegen eines Amoklaufs am Vortag trauerten, waren die Republikaner nur bei FOX zu sehen, wo sie sich nicht zu Aussagen zur Waffenkontrolle drängen ließen.
",formal
Hoe gaat het? Houdt u van sport?,Wie geht es Ihnen? Mögen Sie Sport?,"Wie gehts? Magst du Sport?
",formal
Kinderfilms leveren beroemdheden tegenwoordig veel geld op. Wat is uw favoriete kinderfilm?,Inzwischen bedeuten Kinderfilme großes Geld für Promis. Was ist Ihr Lieblingskinderfilm?,"Inzwischen bedeuten Kinderfilme großes Geld für Promis. Was ist dein Lieblingskinderfilm?
",formal
Zoals wat? Wat is er met je arm gebeurd? Ik wilde niets zeggen. Ik zou niet eens weten hoe ik het moest zeggen en ik zei dat ik me gesneden had,"Wie bitte? Was ist mit Ihrem Arm passiert? Ich wollte nichts sagen. Ich wüsste gar nicht, wie ich es sagen sollte, und ich sagte, dass ich mich geschnitten hätte.","Wie was? Was ist mit deinem Arm passiert? Ich wollte nichts sagen. Ich würde nicht einmal wissen, wie man das sagt und ich würde sagen, ich wurde geschnitten.
",formal
Hierin stond hoe je gezicht eruitziet als je ontdekt dat je normale leven door anderen wordt beschreven,"Hier stand drin, wie Ihr Gesicht aussieht, wenn Sie entdecken, dass Ihr normales Leben von anderen beschrieben wird.","Es besagte, dass so dein Gesicht aussieht, wenn du herausfindest, dass dein normales Leben von anderen beschrieben wird.
",formal
"Ah, een mede-weeb. Wat is uw favoriete anime? De mijne is waarschijnlijk Death Note of No Game No Life.","Ah, ein Mitweeb. Was ist Ihr Lieblingsanime? Meiner ist wahrscheinlich Death Note oder No Game No Life.","Ah, ein Mit-Weeb. Was ist dein Lieblings-Anime? Meiner ist wohl Death Note oder No Game No Life.
",formal
Dat betekent dat u om een of andere reden niet voldoende ruimte hebt op uw computer.,"Das heißt, dass Sie aus irgendeinem Grund nicht genug Platz auf Ihrem Computer haben.","Das heißt, dass du aus irgendeinem Grund nicht genug Platz auf deinem Computer hast.
",formal
"Wat is uw favoriet? Houdt u van Starbucks, houdt u van Dunkin's, hoe zit het met die koffieshopketens?","Was ist Ihr Favorit? Mögen Sie Starbucks, mögen Sie Dunkin's, was halten Sie von diesen Kaffeehauskketten?","Was ist dein Favorit? Magst du Starbucks, magst du Dunkin's, wie steht es mit diesen Coffeeshop-Ketten?
",formal
Uw moeder stuurt u nutteloze geschenken.,Ihre Mutter schickt Ihnen nutzlose Geschenke.,"deine Mutter schickt dir nutzlose Geschenke.
",formal
"Akkoord. Bent u van plan om de laatste aflevering te zien, M.I. - Fallout?","Einverstanden. Haben Sie vor, die letzte Folge M.I. - Fallout zu sehen?","Stimmt. Hast du vor, den aktuellen Teil, Mission: Impossible – Fallout zu sehen?
",formal
Ik denk dat ik dat eerder ook heb gelezen. Ik denk dat het te gek zou zijn om uw manager eens aan slag te zien!,"Ich denke, das habe ich auch schon einmal gelesen. Ich denke, es wäre großartig, Ihren Vorgesetzten einmal in Aktion zu sehen!","Ich glaube, ich habe das auch schon einmal gelesen, ich finde, es wäre so verrückt, dein Vorgesetzten am Schlagmal zu sehen!
",formal
Hoe gaat het? Hou je van sport?,Wie geht es Ihnen? Mögen Sie Sport?,"Wie gehts? Magst du Sport?
",formal
"Hij heeft nooit contact gemaakt en was zo van, het speet hem nooit dat hij in je arm had gebeten.","Er hat nie Kontakt aufgenommen und war so, als ob es ihm nie leid getan hätte, in Ihren Arm gebissen zu haben.","Er hat sich nie gemeldet und sagte, es tut dir nie leid, deinen Arm gebissen zu haben.
",formal
"Nee, heb ik niet, maar ik ben het helemaal met u eens. Ik denk dat Dubai in een woestijngebied ligt en dat ze dus veel water nodig hebben om het gras groen te houden, maar het lijkt me nog steeds verkeerd als ze dat enkel doen om te kunnen golfen.","Nein, habe ich nicht, aber ich stimme Ihnen vollkommen zu. Ich denke, Dubai liegt in einer Wüstenregion und sie brauchen daher viel Wasser, um den Rasen grün zu halten, aber es erscheint mir trotzdem falsch, wenn sie das nur machen, um golfen zu können.","Nein, das habe ich nicht, aber ich stimme dir völlig zu. Ich glaube, Dubai liegt in einer Wüstenregion, also brauchen sie eine Menge Wasser, damit das Gras grün bleibt, aber es kommt mir einfach falsch vor, nur um darauf Golf zu spielen.
",formal
"Dat is interessant, dat heb ik me altijd afgevraagd. Gebruik je Google voor je zoekopdrachten? Of een andere website?","Das ist interessant, das habe ich mich immer gefragt. Benutzen Sie Google für Ihre Suchanfragen? Oder eine andere Website?","Das ist interessant, ich habe mich das immer gefragt, verwendest du Google für deine Suchen? Oder eine andere Website?
",formal
terwijl u achterin uw auto zit en u zich niet op de weg hoeft te concentreren. Hoeveel uur u per jaar aan autorijden besteedt tegenover hoe u dat kunt gebruiken om productiever te zijn.,"Während Sie hinten in Ihrem Auto sitzen und sich nicht auf die Straße konzentrieren müssen. Wie viele Stunden Sie pro Jahr mit Autofahren verbringen im Vergleich dazu, wie Sie diese Zeit produktiver nutzen könnten.","Während du auf dem Rücksitz deines Autos sitzt und dich nicht auf die Straße konzentrieren musst. Wie viele Stunden im Jahr verbringst du im Auto, die du auf produktivere Art nutzen könntest.
",formal
"Dat is interessant, dat heb ik me altijd afgevraagd. Gebruikt u Google voor uw zoekopdrachten? Of een andere website?","Das ist interessant, das habe ich mich immer gefragt. Benutzen Sie Google für Ihre Suchanfragen? Oder eine andere Website?","Das ist interessant, ich habe mich das immer gefragt, verwendest du Google für deine Suchen? Oder eine andere Website?
",formal
Vertel me eens over je beste jeugdvriend.,Erzählen Sie mir doch von Ihrem besten Jugendfreund.,"Also, erzähle mir von deinem besten Freund aus der Kindheit.
",formal
